Word;EN title;EN Indication;EN Definition
sagbû;"sagbû  ( ; Sumerian origin)";[Army];"1) first , foremost ; 2) the vanguard ;"
sagdilû;sagdilû;[Human → Family];"bachelor , single , unmarried ;"
sagdilûm;"sagdilûm  ( ; Sumerian origin)";[Human → Family];"single / bachelor / not married ;"
sagdilûm;sagdilûm  (Sumerian origin);[Human → Family];": single / bachelor , unmarried ;"
sagdu;sagdu;"a headband , a bandana ;";Cf. qaqqadû
sagdullu;sagdullu;[Clothing];"a headdress ;"
saggilmut;saggilmut;[Nature → Minerals];"azurite ;"
sāgittu;sāgittu  ();[Religion];"a priestess ;"
sagrikku;"sagrikku  ( ; Sumerian origin)";[Country → Agriculture];"a staw-bale , a bale of straw ;"
sāgu (2);sāgu (2);[Religion];"a sanctuary , a cella , a holy place ; sāgu nemēdi : an altar ; sāgu parakki : the dais chamber ;"
sāgu;sāgu;[Transport];"1) of workman, of soldier : a skirt , a kilt ; 2) sackcloth ; : ša sāgātešu : a kilt-dealer , a kilt seller ;"
sagullu;sagullu;[Animals → Domestic];"a herd ; rā ' i sagulli : a herder / herdsman ; rab sagullāti : overseer of the herdersmen ;"
saḫ ' um;saḫ ' um  ();[Army → War];"rebellious ;"
saḫālu;saḫālu;to pierce , to prick;
saḫānu;saḫānu;[Army → Weapons];"G : (meaning unknown) ; D : to draw a dagger , to unsheathe ;"
saḫap tāmti *, saḫap tānti *;saḫap tāmti *, saḫap tānti *;[Animals → Birds];seagull
saḫaptu;saḫaptu  ();[Country];devastation of land
saḫāpu;saḫāpu  [ŠÚ : ];[Industry];"1) to cover , to overwhelm , to coat / to overlay / to gild ; 2) to overthrow , to defeat / to thrash / to lick , to make a clean sweep of ; 3) to lay flat , to flatten ; 4) neologisms : to cast down , to demolish , to topple / to dethrone , to overturn , to pull down , to throw down , to thrust , to confute , to desolate , to subvert , to undermine ; N : to fall prostrate , to lie flat ; buppāniš saḫāpu : to fall prostrate ;"
saḫār ūme;saḫār ūme;[Time];"the turn of the day , late afternoon , early evening ;"
saḫār ūmi;saḫār ūmi  ();[Time];"in the evening ;"
saḫār;saḫār  ();[Time];"in the evening : saḫar ūmi ;"
Saḫarātum;Saḫarātum  ();[Time → Month];the name of a month
saḫargû;"saḫargû  ( ; Sumerian origin)";[Army → Military];a mudguard on a chariot
saḫaršubbum;saḫaršubbum;[Human → Disease];
saḫaršubbûm;saḫaršubbûm  [SAḪAR.ŠUB.BA : ];[Human → Disease];"leprosy ; saḫaršubbûm lubbušu / saḫaršubbûm mullû / saḫaršubbûm katāmu : to infect with leprosy / ""to clothe"" / ""to cover"" / ""to wrap"" with leprosy ;"
saḫaršuppû;saḫaršuppû;[Human → Disease];"leprosy ;"
saḫartum;saḫartum  ();[Trade];
saḫāru N;saḫāru N  [NIGIN : ];"1) to turn back , to come back (person, animal, illness, word ...) ; 2) (deity, king) to turn towards , to favour , to grant a boon (?) ; 3) (frequent in personal names) ; 4) (Hendiadys) : to do something again ; Ntn : to search out constantly , to be constantly in attendance on ; 5) to regret ;";Cf. saḫāru
saḫaru;saḫaru  ();[City → Buildings];"a tower ;"
saḫāru;saḫāru  [NIGIN : ]  (vb. u/u);"G. to turn, turn to / to favour / to care for , to turn back -army- , to turn one's coat / change political allegiance , to do again / to redo , to turn to someone's side / to align oneself with / to side with ; to seek , to go round in search of , to search for , to seek out / to bewitch someone ; to tarry ; to concern oneself about (+ana) D. to send s.o. around ; to make come back Š. to make s.o. tarry ; to have (a place) surrounded Št. to surround sth. on all sides N. to come back ; to turn towards s.o. ; hend. : to do sth. again";See also : saḫru, saḫertum, seḫru, siḫirtu, saḫāri, sāḫiru, sāḫertu, saḫḫaru, saḫḫiru, sāḫertu, saḫḫaru, saḫḫiru, saḫḫertu, suḫḫuru, suḫḫuru, suḫurra ' um, masḫaru, masḫartum, mussaḫru, mussaḫḫiru, nasḫuru, šusḫuru, šusḫurtu, šusḫurtu, tasḫīru, tasḫirtu
saḫāru;saḫāru  [NIGIN : ];[Professions];"1) to go round especially in serach of something / someone , to beg / to go round begging ; 2) magic : to seek out / to bewitch someone ;"
saḫāšu;saḫāšu  ();[Sport → Hunting];"to catch in a net ;"
saḫātu (1);saḫātu (1);[Country → Plants];a bush ? ?
saḫātum (2);"saḫātum (2)  ( ; West Semitic origin)";[Sport → Hunting];a pitfall / a trap to catch a lion
sāḫertu(m);sāḫertu(m)  ();"1) designation of a goddess : favourer / favorer , benefactress ; 2) : a heifer : [GU4.ÁB.NIGIN : ] ; 3) designation of a canal ; 4) an enclosure wall house, garden ; 5) : un arc (reflexe ?) ;";Cf. sāḫiru
saḫertum;saḫertum  ();[Trade];"goods on the market ;"
saḫḫāru;"saḫḫāru  [(DUG.)BUR.ZI.TUR : ]  ( : si(ḫ)ḫāru ; ; : (pluriel) : saḫḫarrānu ;)";[Religion];": (a -shallow- offering bowl of stone or metal) ;"
saḫḫertu;"saḫḫertu  [MUNUS.ZILULU : ]  (n. f. ; )";[Professions];vagabond, pedlar woman, female peddler
saḫḫirtu;saḫḫirtu  [MUNUS.ZILULU : ]  (saḫḫertu);[Professions];": (female) peddler ;"
saḫḫiru;"saḫḫiru  (adj. ; )";[Professions];"1) (demon, ghost) : peripatetic, vagabond ; 2) (substantive) : pedlar, peddler ; 3) [(ilu) saḫḫiru] : an ecstatic (?) ; 4) :(personal name) ;"
saḫḫu;saḫḫu  ();[Humanities → Geography → Rivers];"waterlogged land , a bog , a marsh (?) ;"
saḫḫuru tadānu *;saḫḫuru tadānu *;[Professions];to pay back , to refund , a refund
sāḫipu;sāḫipu  ();[Animals → Birds];"swooping ;"
sāḫirtu;sāḫirtu;[Animals → Domestic];"a heifer ;"
sāḫiru;sāḫiru  ();"1) turning , returning , bouncing back (?) ; 2) demon : searcher / favourer ; 3) noun : a petty merchant , a peddler ; 4) entrails : convoluted ; 5) lower element of a door-pivot ; 6) a shoe-lace , a shoe-strap ; 7) : a canal ; 8) : part of a bed ; 9) one who cares / a careful person ;";Cf. sāḫertu
sāḫišum;sāḫišum;[Animals];: ensnaring by means of a net , hunting by using a net snare
saḫlium;"saḫlium  [ZÀ.ḪI.LI.SAR : ]  ([ZÀ.ḪI.LI.A.SAR : ] ; : [ZÀ.AḪ.LI.A.SAR : ])";[Country → Plants];a cultivated plant used as a medicine when pounded : cress (?)
saḫlû;saḫlû  [ZÀ.ḪI.LI.(A).(SAR) : , ZÀ.AḪ.LI.(A).(SAR) : ]  (n., pl. f.);[Country → Plants];"cress plant ; cress seed"
saḫmaštu;saḫmaštu  (šaḫmaštu(m));[Government];1) : rebellion , uprising , insurrection , revolt 2) name of a thorny plant (?)
saḫūnu;saḫūnu;[Feeding];"1) : a spice or a vegetable ; 2) : a kind of beer ;"
sāiu;sāiu;"1) noun : a scaffold (?) / scaffolding (?) ; 2) adjective : knotted / fastened with knots (?) ;";
sakāku;sakāku;"to block ; sakāk uzni : ear blockage ;";Cf. sakku
sakālu (1);"sakālu (1)  (vb. i/i ; )";"G. to acquire, hoard D = G ; sikiltam sakālu : to acquire possessions , to accumulate / to build up wealth (?) ; possessions ;";Cf. sikiltu, sukkulu, musakkiltu
sakālu (2);sakālu (2)  ();[Animals → Domestic];"1) horse ... : to balk / to baulk , to get stuck , to recoil (?) ; 2) to rear up , to balk ; 3) animal, human ...? : to be shy , to shy , to jib (?) / to balk (?) / to shrink away (?) / to recoil from (?) / to refuse to go on (?) / to avoid (?) / to rebel (?) / to reject (?) ;"
sakānu (1);"sakānu (1)   (Western Semitic origin ;)";[Government];"1) : to see to , to care for ; 2) : to settle (people) / to keep settled ;"
sakāpu;"sakāpu  (vb. i/i ; )";"G. to push away ; to trample, overthrow D = G ; to reject s.o.";Cf. sakpu
sakāru;sakāru;;→ sekēru
sakātu;sakātu  (vb. u/u, );[Human → Speech];G. to be silent, keep quiet, shut up D. to silence, cause to be quiet, make shut up
sakikkû;"sakikkû  [SA.GIG : ]  (Sumerian origin, usually plural ;)";[Science → Natural sciences];"1) title of a series of omens : a muscular ailment ; 2) a symptom ; 3) a diagnostics ; 5) the pulse ; 6) Mari : an amulet formuscular ailment (?) ;"
sakīku;sakīku;[Humanities → Geography → Rivers];"silt , sediment ;"
sākilu;sākilu;[Moral life → Fault];"acquisitive , greedy ;"
sakinnu;sakinnu;[Government];
sākinu;"sākinu  [LÚ.GAR : ]  (Western Semitic origin ;)";[Government];": a prefect , a governor ;"
sākipu;sākipu  ();[Human → Sleep];"resting ; lā sākipu : unrelenting , person ? : merciless (?) / ruthless (?) / tough (?) ;"
sakkinu;sakkinu;[Government];
sakku (1);sakku (1);"1) canal ... : blocked , impenetrable ; 2) person : deaf ;";Cf. sakāku
sakkuku;sakkuku;[Human → Senses];"1) deaf , hard of hearing ; 2) obtuse / of limited mental means / ignoramus , mentally handicapped / thick (headed) ;"
sakkukūtu;sakkukūtu;[Human → Senses];"deafness ;"
sakliš;sakliš;"not brightly / simply , without much skill ;";Cf. saklu, saklūtu
saklu;saklu;[Government];"1) simple , imbecile , idiot ; lišānu sakiltu : speech-handicapped , not eloquent , stammering (?) ; 2) charioteer ... : incompetent ; 3) a personal ; 4) of Gutians : barbarical ; 5) a common man ;"
saklūtu;saklūtu;[Moral life → Intelligence];"simplicity / lack of skill , being unskilled ;"
sakpu (1);sakpu (1);"1) : person ; by a god or family ... : pushed away , rejected / unwelcome ; 2) ; troops : pushed back , repulsed , scared off (?) ;";Cf. sakāpu
sakrikkum;sakrikkum;[Country → Agriculture];
sakrumaš;sakrumaš  [LÚ.KIR4.DAB : ]  (Kassite origin);[Professions];+ early neo Babylonian : a chariot officer (?) , a chariot driver (?)
salāmu (1);salāmu (1);[Moral life → Feelings];"amity , friendship , friendly relations / terms , concord ;"
salāmu (2);"salāmu (2)  [SILIM : ]  (vb. i/i, rar. a/a ; )";"G. to be friendly, in good relations ; to be reconciled (with s.o.) D. to propitiate ; to bring peace to s.o. Š. to calm down s.o.";Variants : selēmu
salāmu;salāmu;[Army → War];"1) to be at peace , to become at peace / amicable , to capitulate , to surrender ; bēl salāmu : one at peace with ; 2) D : to conciliate , to propitiate , to soothe anger , to bring peace to someone , to reconcile / to make up ;"
salāpu;salāpu  [GÍD.DA : ]  (vb.);to draw, pull;
salāqu (1);salāqu (1)  ();[Feeding → Cooking];"to boil ;"
salāqu (2);"salāqu (2)   ( ; Western Semitic origin)";[Transport];"to climb up ;"
salātu (1);salātu (1)  [IM.RI.A : ]  ([ŠU.SA.A : ]);[Human → Family];"1) a clan , a famille ; kimtu u salātu : family and clan ; 2) the head count of cattle ;"
salāʾu;"salāʾu  (vb. i/i ; )";"G. to leave uninformed deceitfully ; to deceive, lie Š. to neglect, disdain";
salāʾu;"salāʾu  (vb. i/i ; )";"G. to keep in ignorance ; to deceive, lie Gtn. to lie constantly Š. to disdain, neglect";See also : sarāru
salīmiš;salīmiš;[Moral life → Feelings];"in peace , peacefully ;"
salīmu;"salīmu  [SILIM : ]  (pl. f. ; , silīmu ; )";"peace, amity , reconciliation ; salīma šakānu, epēšu to make peace ; ina salīmi in peace ; bēl salīmi allied , an ally ; salīmu kiššati : world peace ; : [salīmātu] : (words of) peace ; [salīmu rašû] : to acquire divine pardon / mercy ;";Cf. salāmu (2)
sālimu;sālimu;;→ salmu
salītu;salītu;[Animals];": net ( fish, animals) ;"
sallātu;sallātu;[Human → Family];
sallu;sallu;"a basket ;";
salmāniš;salmāniš;": in friendly mood (?) ;";Cf. salmu
salmu;"salmu  (adj. ; , sālimu ; ; plural : [salmūti] and [salmē] ;)";"1) peaceful, friendly , acquiescent / agreeable ; subst. : an ally , allied , one at peace ; 2) : said of the goddess salittu of night-time ;";Cf. salāmu (2), lā salmu
salqu;salqu  ();[Feeding → Cooking];"boiled ;"
salṭu;salṭu  (West Semitic origin );[Army → Weapons];"a quiver , a leather case for bow and arrows ;"
salʾū;"salʾū  (n. pl. ; )";[Moral life → Fault];"deceit, fraude ; ina salʾē fraudulently"
salû;salû;[Moral life → Fault];"G : to lie , to cheat , to deceive ; Gtn : to lie ;"
saluppu;saluppu;[Country → Fruits];"a date (fruit) ; mê suluppi : date-juice , date infusion šikār suluppi : date-wine ;"
samādiru;samādiru  ();[Country → Plants];"a flower ; šaman samādiri : oil of blossom ;"
samādu;"samādu  (vb. u/u ; )";to grind finely (grain);Variants : semēdu
samāḫu;"samāḫu  (vb. a/u ; )";"G. to mix (v.i.) ; to be joined , to merge ; to have an intercourse ; to mix sth. (with sth. : +ana) D. to mix (v.t.) Dt. to perjure oneself";
samāku;"samāku  (vb. a/u ; )";"G. to bury, cover up D. to smother, incapacitate ; to support N. to be smothered, overgrown (with weeds)";See also : abālu, epāšu, dâṣu, mêsu, dullu, kannû
samāku;samāku;[Moral life → Fault];(G) to be bad (D) to make bad , to treat harshly , to damage , to worsen
samānā*;samānā*  [GÍŠ.NIŠ : ];[Numbers];eighty
samānat;"samānat  [USSU : ]  (adj. ; fem. samāne)";[Numbers];eight
samāne (u) arbā;samāne (u) arbā;[Numbers];forty eight (eight and forty)
samāne;"samāne  (adj. fem. ; masc. samānat)";[Numbers];eight
samānšer(et);samānšer(et);[Numbers];eighteen , 18
samānšerīu;samānšerīu;[Numbers];the eighteenth , 18th
samānu (1);samānu (1);[Animals → Insects];"a noxious insect ;"
samānu (2);samānu (2);[Human → Disease];"smallpox , chickenpox ;"
samāru;samāru;[Art];a bracelet
samāššeret;samāššeret  [U.USSU : ]  (fem. šamāššer);[Numbers];eighteen
samdakku;samdakku;;→ santakku
samīdu B;samīdu B;[Feeding → Food];fine flour
samīdu;samīdu;[Feeding → Food];"fine flour ;"
samiktu;samiktu;"1) a misdeed ; 2) an enormity ;";See also : ḫiṭṭu, ḫibiltu, samiktu, šērtu (3)
samîš;samîš  ();[Moral life → Will];"undecidedly , hesitatingly ;"
samītu *;samītu *  ();[City → Buildings];"1) a crenellated wall , a battlemented parapet , a rampart ; 2) a wall-plinth , a revetment ;"
samku;samku;bad , malodorous , evil;See also : qallulu, lamnu
sammītum;"sammītum  (n. f. ; )";[Art → Music];a lyre
sammû;"sammû  [GIŠ.ZÀ.MÍ : ]  (n. ; )";[Art → Music];"lyre, harp ; šerʾān sammî lyre-string ; nāš/nār/šūt sammî lyre player"
sammuḫu;sammuḫu;;→ summuḫu
sammuḫu;sammuḫu;"miscellaneous ;";
samnu;samnu  (f. sg. samuntu);[Numbers];the eighth
samnu;samnu  ();[Legal];oath
samrūtu;"samrūtu  (pl. samrātu, samruātu ; )";nail (of copper);
samtu;samtu;[Army];"a battlemented parapet , a crenellated wall ;"
sāmtu;sāmtu;[Colors];"1) redness ; sāmtu maḫāsu : to color red ; 2) : dawn / daybreak ; 3) [NA4.GUG : ] : carnelian ; 4) : red wool ; 5) : the name of a tree ? ;"
samṭu;samṭu;[Country → Trees];
samû;"samû  (vb. u/u ; )";[Moral life → Feelings];"G. to vacillate, be undecided ; to be undependable ; to be inept ; to stray / to drift boat Gtn. to stray, deviate D. to make stray, deviate , to distract ; 2) adjective : : undecided , vacillating ;"
samû;samû;[Moral life → Feelings];"undecided , vacillating , wavering , waffling (?) ;"
saʾmu;saʾmu;[Colors];
sāmu;"sāmu  [SA5 : ]  (adj. ; fem. sāndu)";[Colors];"1) wool , cloth, hide , skin , coat of animal , fruit , beer , stone , metal : red, brown , ruddy ; 2) blond ;"
samuntu;samuntu;[Numbers];one eighth
sanābu;sanābu;;→ sanāpu
sanāpu;"sanāpu  (vb. i/i ; )";to tie on;Variants : sanābu
sanāqu (1);sanāqu (1)  [DIM4 : , DIM4.MÀ : ]  (vb. i/i);"G. to check ; to come close D. to check, control goods, activities, work ... , to cross-examine / to interrogate / to torture / to torment , to exhort , to counsel , to strongly advise ;";Cf. masnaqtu, tasniqtu, sanqūtu, sanqu
sanāqu (2);"sanāqu (2)   (West-Semitic (Aramaic) origin ;)";[Measures];"(stative) : to lack , to be in need of / want ;"
sanāqu (3)+;sanāqu (3)+;[Moral life → Feelings];"to abuse , to inflict severe pain , to punish , to torture ;"
sanbuku;sanbuku;[Country → Fruits];"(fruit) : a bunch , a spray ;"
sandāniš *;sandāniš *;like a bird-catcher;
sāndu;sāndu;[Colors];
sangilû;sangilû;"a discrepancy ;";
sangû;sangû;[Religion];"a priest ; sangû rabiu : a high priest ;"
sangūtu;sangūtu;[Religion];priesthood
sanku;sanku;"obnoxious ;";
sanqu;sanqu  [DIM4.(MÀ) : ];"1) :mathematics : recalculated to normal unit / converted to normal unit (?) ; 2) commodities, statement of an official ... : checked , verified ; 3) a proper personal name ; 4) : obedient , disciplined ; lā sanqu : disobedient , undisciplined / naughty (?) ;";Cf. sanāqu (1), sanqu, sanqūtu
sanqūtu;sanqūtu  ();[Moral life → Duty];"prudence , obedience ; sanqūtu alaku : to behave in an obedient manner ;"
santak;santak;[Time];constantly
santakka;santakka  (also santakku);"poetry : continuously , regularly ;";See also : santakku
santakku;"santakku  (n. ; )";"a triangle [SAG.DÙ : ] (Mathematics) ; wedge, triangle formation (Military) ; cuneiform wedge [SANTAK4 : ] ; santakka takāpu to imprint a wedge tikip santakki : cuneiform writing";Variants : samdakku, sattakku
sāntu (2);sāntu (2);[Time];redness , redlight , dawn
sāntu;sāntu;[Colors];
sanwartu+;sanwartu+;helm (nautical);
sapādu;sapādu  ();[Moral life → Feelings];"to mourn for someone (dative) , to grieve for / to miss , to wear black for ; irta sapādu : to beat breast (?) ;"
sapāḫu;sapāḫu  [BIR : ]  (vb. a/u);"oil, eart, grain, animals, enemies ... : to scatter, to disperse , to spill , to sow (?) ; : Gtn : someone's intentions ... : to continually frustrate , to thwart ; D : to squander , to let go to waste , to spend freely ; N : to evaporate ;";Cf. ṣappūḫu, sappiḫu
sapannu;sapannu  ();[Humanities → Geography];"1) flatland , a plain , between mountains ; 2) a reed-swamp ; sapannu tâmti : a coastal plain ;"
sapānu;"sapānu  (vb. a/u ; )";"G. to flatten, level ; to overthrow, cast down ; to overwhelm, swamp (the enemy) Š. to cause to cast down N. to be flattened, levelled, smoothened, smooth";Cf. sapannu, sāpinu, šāpinum, sapnu
