Word;FR title;EN title;FR Indication;EN Indication;FR Definition;EN Definition
sarruru , suppû * , ṣallû;sarruru , suppû * , ṣallû;sarruru , suppû * , ṣallû;[Religion];[Religion];prier;to pray
sartennu;sartennu;sartennu;[Justice];[Legal];juge en chef;chief judge
sartu;sartu  [LUL : ];sartu  [LUL : ];[Vie morale → Défauts];[Moral life → Fault];"1) la fausseté , la fourberie , la malhonnêteté , un délit ; šībūt sar(rā)tim / kunuk sar(rā)tim / ṭuppi sar(rā)tim : un faux témoignage , un faux document / un document falsifié / un faux ; kī sartu / ina sartu : malhonnêtement ; 2) : une peine pour un délit , une sanction , une amende / une pénalité ; pluriel : sarrātu / sarrātum : des délits ;";"1) falsehood , dishonesty , crime ; šībūt sar(rā)tim / kunuk sar(rā)tim / ṭuppi sar(rā)tim : false testimony / a false document , a forged document ; kī sartu / ina sartu : dishonestly ; 2) : a penalty for a crime ; plural : sarrātu / sarrātum : crimes ;"
sāru (1);sāru (1);sāru (1);[Campagne → Arbres];[Country → Trees];"1) une feuille de palmier ; 2) un chasse-mouches , un éventail , voir ša-zumbē ; sāru šētuqu / sāru ka ' ' û : agiter un éventail / chasse-mouches ;";"1) palm frond ; 2) a fan , a fly-whisk , see ša-zumbē ; sāru šētuqu / sāru ka ' ' û : to wave fan ;"
sāru (2);sāru (2);sāru (2);[Humain → Hygiène];[Human → Hygiene];"un balai ; qātu: un manche à balai ; mušētiq sāri : un balayeur ;";"a broom ; qātu : a broomstick ; mušētiq sāri : a sweeper ;"
sāru B;sāru B;sāru B;[Campagne → Arbres];[Country → Trees];palmeraie;palm frond
sâru;"sâru  (vb. ū ; )";"sâru  (vb. ū ; )";"G. tourner ; danser D. encercler, entourer";"G. to rotate ; to dance D. to circle";Voir aussi : ebīḫu, meserru, musāru, nēbettu, šibbu;See also : ebīḫu, meserru, musāru, nēbettu, šibbu
sasin qašāti , sasinnu;sasin qašāti , sasinnu;sasin qašāti , sasinnu;[Métiers];[Professions];fabriquant d' arcs;bow maker
sasin šiltāḫi , sasin uṣṣi , sassin šiltāḫi , sassin uṣṣi;sasin šiltāḫi , sasin uṣṣi , sassin šiltāḫi , sassin uṣṣi;sasin šiltāḫi , sasin uṣṣi , sassin šiltāḫi , sassin uṣṣi;[Métiers];[Professions];"un fabriquant de flèches , un flécheur ;";"an arrow maker , a fletcher ;"
sāsiu;sāsiu;sāsiu;[Lettres];[Humanities];"un lecteur ;";"a reader ;"
sasiu;sasiu;sasiu;[Humain];[Human being];"un invité ;";"an invited guest ;"
sasqû;sasqû;sasqû;[Nourriture → Aliments];[Feeding → Food];"la semoule ; mê sasqî : un bouillon de semoule / un potage de semoule ;";"semolina ; mê sasqî : semolina broth ;"
sassaptu;sassaptu  ();sassaptu  ();[Humain → Corps];[Human → Body];"un cil ;";"an eyelash ;"
sassatu;sassatu  [Ú.KI.KAL : ];sassatu  [Ú.KI.KAL : ];[Campagne → Plantes];[Country → Plants];herbe;grass
sassu;sassu;sassu;[Armée → Armes];[Army → Weapons];plateforme de char ,;platform of a chariot , driving platform , base-board of a chariot
sāsu;sāsu  [UR.ME : ];sāsu  [UR.ME : ];[Animaux → Insectes];[Animals → Insects];"1) un papillon de nuit , une mite + ; : textiles : sāsam laptu : mité , miteux ; 2) nom propre masculin : féminin Sāsatum ; 3) : [NA4.NIR.ZIZ : ] : (une pierre) ; 4) Parpola : un ver ;";"1) a moth , a mite + ; : textiles : sāsam laptu : affected by moths ; 2) masculine personal name : feminine Sāsatum ; 3) : [NA4.NIR.ZIZ : ] : (a stone) ; 4) Parpola : a worm ;"
sasuppu;sasuppu  [ŠU.SU.UB : ];sasuppu  [ŠU.SU.UB : ];[Humain → Hygiène];[Human → Hygiene];"1) : une serviette ; 2) laine, lin, linge : sale , propre ; 3) : šušippum qātim : une serviette pour s'essuyer les mains ;";"1) : a towel ; 2) wool, linen : dirty , clean ; 3) : šušippum qātim : a hand-towel ;"
sasûtu;sasûtu;sasûtu;"la lecture , l'action de lire ;";"reading ;";Cf. šašû;Cf. šašû
saštu;saštu  ();saštu  ();[Vie morale → Défauts];[Moral life → Fault];;
satālu;satālu  ();satālu  ();[Campagne → Plantes];[Country → Plants];"planter ;";"to plant ;"
sataru;sataru;sataru;[Campagne → Plantes];[Country → Plants];"le thym , la sarriette (?) ;";"thyme , savory (?) ;"
sattakku;sattakku;sattakku;;;→ santakku;→ santakku
sattukku;sattukku  [SÁ.DUG4 : ];sattukku  [SÁ.DUG4 : ];[Religion];[Religion];offrande régulière;regular offering
sāwtu+;sāwtu+;sāwtu+;[Humain → Famille];[Human → Family];grand-mère;grandmother
sawûm;sawûm  ();sawûm  ();[Lettres → Géographie];[Humanities → Geography];"un désert ;";"a desert ;"
se ' û;se ' û;se ' û;"1) une partie du foie : presser , appuyer fermement sur ; 2) sens figuré : pays / territoire, ennemi : supprimer , écraser , opprimer / oppresser / subjuguer ;";"1) part of liver : to press down ; 2) figurative sense : land, enemy : to suppress , to oppress / to rule with a heavy hand , to crush / to subjugate / to lick / to give a licking ;";Cf. si ' ûtu;Cf. si ' ûtu
Sê;Sê;Sê;[Religion → Mythes];[Religion → Myths];;
sebâ*;sebâ*;sebâ*;[Nombres];[Numbers];;
sebe;"sebe  (adj. fem. ; masc. sebet)";"sebe  (adj. fem. ; masc. sebet)";[Nombres];[Numbers];sept;seven
sebeā*;sebeā*  [GÍŠ.U : ];sebeā*  [GÍŠ.U : ];[Nombres];[Numbers];soixante-dix, septante;seventy
sebêšer;sebêšer  ();sebêšer  ();[Nombres];[Numbers];"dix-sept , 17 ;";"seventeen , 17 ;"
sebēšeret;sebēšeret  [U.IMIN : ]  (fem. sebēšer);sebēšeret  [U.IMIN : ]  (fem. sebēšer);[Nombres];[Numbers];dix-sept;seventeen
sebet;"sebet  [IMIN : ]  (adj. ; fem. sebe)";"sebet  [IMIN : ]  (adj. ; fem. sebe)";[Nombres];[Numbers];"sept , 7 ;";"seven , 7 ;"
Sebettu;"Sebettu  [IMIN.BI : ]  ([IMIN : ] = 7 ; en tant que nom divin : ilū-Sebettu / ilū-Sebetti)";"Sebettu  [IMIN.BI : ]  ([IMIN : ] = 7 ; as a divine name : ilū-Sebettu / ilū-Sebetti)";[Ciel → Astronomie];[Sky → Astronomy];"les Pléiades ; sebettu : un groupe de sept ;";"Pleiades ; sebettu : a group of seven , a heptad ;"
sebīrūtu+;sebīrūtu+;sebīrūtu+;[Humain → Sens];[Human → Senses];"l'imagination , l'illusion , le prétexte , une excuse ;";"imagination , an illusion , a pretense ;"
sebîšu;sebîšu;sebîšu;[Nombres];[Numbers];"sept fois , à sept reprises ;";"seven times ;"
sebītum;sebītum  ();sebītum  ();[Science → Mathématiques];[Science → Mathematics];"un septième , 1/7 ;";"one seventh , 1/7 ;"
sebru+;sebru+;sebru+;[Vie morale → Intelligence];[Moral life → Intelligence];"une conjecture , une supposition , une hypothèse ;";"a conjecture , a supposition , a speculation , a hypothesis , an assumption , a surmise ;"
sebû;sebû  (f. sg. sebūtu);sebû  (f. sg. sebūtu);[Nombres];[Numbers];"le septième ;";"the seventh ;"
sedēru;sedēru;sedēru;;;→ sadāru;→ sadāru
sêdu;sêdu  ();sêdu  ();[Industrie];[Industry];"aider , assister , soutenir ;";"to support , to help , to assist ;"
sēgallu;sēgallu;sēgallu;[Gouvernement];[Government];"la reine , l'épouse du roi ;";"the queen , the king's wife , the queen-consort ;"
segû;segû;segû;[Transport];[Transport];": 1) errer, aller ci et là , vagabonder ; 2) aller , aller avec / accompagner / suivre ; 3) : suivre une loi, une procédure , se conformer à la loi , appliquer la loi, la procédure ... / faire comme il se doit ; 4) Š : amener / obliger quelqu'un à accompagner / suivre , faire appliquer la loi ... ;";": 1) to roam , to wander ; 2) to go , to go along with ; 3) : to proceed according to law , to comply to the law ; 4) Š : to make someone go along with , to enforce the law ;"
sēgû;sēgû  ();sēgû  ();[Humain → Sommeil];[Human → Sleep];"fantôme : sans repos , errant ;";"ghost : restless , wandering ;"
seḫāiu;seḫāiu;seḫāiu;nager, natation;swimming;Comparaison avec d'autres langues sémitiques :;Comparison with other Semitic languages :
seḫpu;seḫpu  ();seḫpu  ();[Industrie];[Industry];"1) une couche / une couverture , une surface ; 2) un revêtement / une couche / un placage d'or sur un char ; 3) [GIŠ.BAR.KÍN : ] : écorce / fibre / cuir pour recouvrir un arc ; 4) une surface , ciel, terres ... : une étendue ; 5) l'aplatissage , l'action d'aplatir / rendre plat ; seḫpu mūti : raide mort ; ana seḫpu pānišu : à plat-ventre , face contre terre ;";"1) a covering , a surface ; 2) a covering , a coat / an overlay of gold on a chariot / gilding ; 3) [GIŠ.BAR.KÍN : ] : bark / bast / leather as covering of a bow ; 4) a surface , heavens, land, earth ... : an extent , a tract ; 5) flattening ; seḫpu mūti : flat by death / cold dead ; ana seḫpu pānišu : flat on his face ;"
seḫru;seḫru;seḫru;"1) fleuve : un coude , un virage , un tour de cheval ? ; 2) divinité, nom propre : la pitié , une faveur , un retour en grâce 3) un cadre , une structure de base , une jante de roue ; 4) : une région , un district ; 5) [NA4.Á.ŠUBA : ] : nom d' une pierre ;";"1) river : a bend , a turn ; 2) deity, personal name : mercy , favour / favor ; 3) a frame , a setting , a rim of a wheel ; 4) : a region , a district ; 5) [NA4.Á.ŠUBA : ] : the name of a stone ;";Cf. saḫāru;Cf. saḫāru
seḫseḫī;seḫseḫī  ();seḫseḫī  ();[Temps];[Time];"au crépuscule , au coucher du soleil ;";"at dusk ;"
seḫšu;seḫšu;seḫšu;"tablettes : rassemblées , invalidée / annulée / rendue caduque / obsolète / nulle et non avenue ;";"tablets : gathered-up , invalidated / invalid / null / void ;";Cf. saḫāšu;Cf. saḫāšu
seḫû *;seḫû *;seḫû *;[Gouvernement];[Government];se révolter , se rebeller , se soulever (D) détruire , désassembler , désorganiser , déranger , mettre sens dessus-dessous , mettre la pagaille;to rise up , to rebel , to revolt (D) to disarrange , to disturb , to mess up
sekēpu;sekēpu  ();sekēpu  ();;;→ sakāpu;→ sakāpu
sekēru (1);sekēru (1)  [ÚŠ : ]  (sakāru);sekēru (1)  [ÚŠ : ]  (sakāru);[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];(rue, voie navigable , nez , lèvres , voies urinaires ...) obturer , fermer , bloquer D : établir un barrage (sur un chenal) , fermer la bouche , obturer une partie du foie Dt : être fermée -bloquées- (oreilles) N : être obturé -fermé- (voie navigable, partie du corps) , : se fermer , s'enfermer Ntn : (médecine) : être constamment obturé ( voie urinaires ...) , ne pas transiter (urine ...);(water-course, street, nose, lips, urinary tract ...) to shut off, to block up D : to (set a) dam (on a canal), to block (the mouth, a part of the liver) Dt : to be blocked (ears) N : to be blocked up (waterways, part of body) , : to shut oneself away Ntn : (medecine) : to be persistently blocked (urinary tract ...) , not passing in transit (goods) , not passing through (urine ...)
sekēru;sekēru  [ÚŠ : ]  (vb. i/i);sekēru  [ÚŠ : ]  (vb. i/i);[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];"G. fermer, bloquer, obstruer, boucher D = G ; endiguer Dt. être bloqué N. être bouché, obstrué ; s'enfermer, s'isoler Ntn. [ÚŠ.ÚŠ : ] être constamment bloqué";"G. to shut off, block, obstruct D = G ; to dam Dt. to be blocked N. to be blocked up ; to shut oneself away Ntn. [ÚŠ.ÚŠ : ] to be persistently blocked"
sēkiru;sēkiru  [LÚ.A.IGI.DU8 : ]  ();sēkiru  [LÚ.A.IGI.DU8 : ]  ();[Métiers];[Professions];"ouvrier des canaux / ouvrier de maintenance des barrages / digues ;";"a canal-worker , a worker in charge of dams / dykes ;"
sēkirūtu;sēkirūtu  ();sēkirūtu  ();[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];"travaux de barrage ;";"damming work ;"
sekret ekalli;sekret ekalli  (féminin);sekret ekalli  (feminine);[Gouvernement];[Government];"concubine de palais , femme de harem ;";"palace concubine , harem woman ;"
sekretūtu;sekretūtu;sekretūtu;[Humain → Famille];[Human → Family];concubinage , réclusion;concubinage , common-law wedding , seclusion , secluding
sekrutu;"sekrutu  (sekretu ; féminin)";"sekrutu  (sekretu ; feminine)";[Humain → Famille];[Human → Family];"concubine , recluse , femme de harem ;";concubine , recluse , harem woman
selēmu;selēmu  ();selēmu  ();;;→ salāmu;→ salāmu
sellu;sellu;sellu;;;→ sillu;→ sillu
semēdu;semēdu  ();semēdu  ();;;→ samādu;→ samādu
semērê;semērê;semērê;[Justice];[Legal];"des menottes ;";"manacles ;"
senēqu;senēqu  ();senēqu  ();;;→ sanāqu;→ sanāqu
senkurru;senkurru;senkurru;[Animaux → Sauvages];[Animals → Wild];"un guépard ;";"a cheetah ;"
sepēru;"sepēru  (vb. ?/i ; )";"sepēru  (vb. ?/i ; )";[Art → Dessin];[Art → Drawing];"écrire en écriture araméenne ;";"to write in Aramaic script ;"
sepīru;"sepīru  [LÚ.A.BAL : , LÚ.KUŠ.SAR : ]  (n. ; )";"sepīru  [LÚ.A.BAL : , LÚ.KUŠ.SAR : ]  (n. ; )";[Métiers];[Professions];scribe en caractères araméens (non cunéiformes);scribe in Aramaic (non cuneiform) characters
sēpu;sēpu;sēpu;[Science → Sciences naturelles];[Science → Natural sciences];"1) nom d' une céréale ; : akal sēpu : un pain de sēpu ; 2) le pollen (?) ;";"1) the name of a cereal ; : akal sēpu : a loaf of sēpu ; 2) pollen (?) ;"
serdīum;serdīum  ();serdīum  ();[Armée → Armes];[Army → Weapons];"arc : en bois d'oilvier (?) ;";"a bow : made of olive-wood (?) ;"
serdu;"serdu  [SÉ.ER.DU.UM : ]  ( : [GIŠ.GI.DÌM.MA : ] ; : [SÉ.ER.DU.UM : ])";"serdu  [SÉ.ER.DU.UM : ]  ( : [GIŠ.GI.DÌM.MA : ] ; : [SÉ.ER.DU.UM : ])";[Campagne → Arbres];[Country → Trees];"1) un olivier ; šaman serdu : huile d'olive ; 2) : une olive ;";"1) an olive-tree ; šaman serdu : olive-oil ; 2) : an olive ;"
serḫu;serḫu  ();serḫu  ();"un débris ; serḫu epēri : un sol érodé ;";"a debris ; serḫu epēri : eroded soil ;";Cf. sarāḫu, tasriḫtu, sarāḫiš, serḫu;Cf. sarāḫu, tasriḫtu, sarāḫiš, serḫu
serrāmu;serrāmu  [ANŠE.EDIN.NA : ]  ();serrāmu  [ANŠE.EDIN.NA : ]  ();[Animaux → Sauvages];[Animals → Wild];"un onagre , un âne sauvage chassé ; féminin : serremtu / [MUNUS.ANŠE.EDIN.NA : ] ;";"an onager , a hunted wild ass ; feminine : serremtu / [MUNUS.ANŠE.EDIN.NA : ] ;"
si ' ûtu;si ' ûtu;si ' ûtu;[Gouvernement];[Government];"la pression , l'oppression / tyrannie / joug politique / main de fer , l'écrasement / la victoire totale (?) ;";"pressure , oppression / tyranny / a heavy hand / an iron fist , crushing / utter victory (?) ;"
Sî;Sî;Sî;[Religion → Mythes];[Religion → Myths];;
siāmu;siāmu  [SA5 : ]  (statif : sām);siāmu  [SA5 : ]  (stative : sām);[Couleurs];[Colors];"G: 1) (textile, cuir , partie du corps, astres, feu) être rouge ; 2) être blond + ; D : rougir , rendre / colorer / teindre en rouge ;";"G: 1) (textile, hide , part of body, heavenly bodies, fire) to be red ; 2) to be blond + / blonde + / fair-haired + ; D : to redden , to dye red ;"
siāqu;"siāqu  (vb. ī ; )";"siāqu  (vb. ī ; )";"G. être étroit Gtn. être aligné avec qqch. D. rendre étroit, réduire ; rendre difficile, amoindrir";"G. to be narrow Gtn. to be aligned with sth. D. to make narrow, reduce ; to make hard, difficult";Cf. sīqu;Cf. sīqu
sibbu;sibbu;sibbu;[Art → Architecture];[Art → Architecture];;
sibibiānu;sibibiānu;sibibiānu;[Campagne → Plantes];[Country → Plants];le cummin noir;"black cummin ;"
sibkarû;sibkarû;sibkarû;[Religion];[Religion];pièce de mobilier de temple;piece of temple furniture
siddu;siddu;siddu;"sorte d' objet métallique ;";"a sort of metallic object ;";;
sidirtu *;sidirtu *;sidirtu *;[Armée → Guerre];[Army → War];"une ligne de bataille , un ordre de bataille , un bataillon , une phalange ; rab līmu : chef de bataillon ;";"a line of battle , a battle array , a battalion , a phalanx ; rab līmu : chief of batallion ;"
sidru;sidru;sidru;[Armée];[Army];ligne , rang , rangée , colonne (de soldats) , ordre d'alignement , séquence , série + , succession + , ligne de bataille;line , row , register , order , sequence , battle line , array + , series + , succession +
siggu;siggu;siggu;[Habillement];[Clothing];"une touffe de laine ;";"a tuft of wool ;"
siḫḫāru;siḫḫāru;siḫḫāru;[Nourriture];[Feeding];"une écuelle , un plateau , une assiette ;";"a shallow bowl , a platter , a plate ;"
siḫiltu;siḫiltu;siḫiltu;[Vie morale → Sentiments];[Moral life → Feelings];"une douleur , une sensation de brûlure / douleur cuisante , les maux , les affres / douleurs de l'accouchement (?) ;";"a pain , a sting , the pangs of birth (?) ;"
siḫlānu;siḫlānu;siḫlānu;[Campagne → Plantes];[Country → Plants];"épineux , hérissé (d'épines ...) , à pointes (?) , barbelé (?) ;";"prickly , spiky / spiked , barbed (?) ;"
siḫlu;siḫlu;siḫlu;[Campagne → Plantes];[Country → Plants];"1) une épine ; 2) une douleur perçante , les affres , les douleurs / la douleur de l'accouchement (?) ;";"1) a thorn ; 2) a piercing pain , a pang , birht-pangs (?) / birth-pains (?) ;"
siḫpu;siḫpu;siḫpu;"une longueur / une étendue ;";"a stretch , an extent ;";"Cf. seḫpu, ina siḫip ;";"Cf. seḫpu, ina siḫip ;"
sikillu;sikillu  (origine sumérienne);sikillu  (Sumerian origin);[Campagne → Plantes];[Country → Plants];"1) [Ú.SIKIL : ] : nom d'une plante, appelée šam tēlilte en tant que médicament ; 2) [NA4.SIKIL : ] : pierre semi-précieuse ? (voir abnu) ;";"1) [Ú.SIKIL : ] : the name of a plant, called šam tēlilte as a drug ; 2) [NA4.SIKIL : ] : a semiprecious stone ? (see abnu) ;"
sikin napišti;sikin napišti;sikin napišti;;;→ šiknat napišti;→ šiknat napišti
sikiptu;sikiptu;sikiptu;[Armée];[Army];"1) arrêt, répulsion (de l'ennemi) ; rejet ; sikipta šakānu repousser , causer le renversement / la chute d'un roi ... ; 2) par une divinité, surtout dans noms propres : le rejet ;";"1) repulse (of enemy) ; rejection ; sikipta šakānu to repel , to bring about an overthrow ; 2) by a deity, especially in personal names : rejection ;"
