Word;FR title;FR Indication;FR Definition
sūnu (2);sūnu (2)   [TÚG.TÙN : ]  ([(TÚG).ÚR]);[Habillement];: un pagne , un morceau de tissu
sūnu;sūnu  [ÚR : ]  (n. f.);[Humain → Corps];reins, giron
supargillu;supargillu  ();[Campagne → Fruits];
suppû;suppû  ();D. kidnapper, enlever Dt. être enlevé;
suppû;suppû  ();[Religion];D. prier, supplier, implorer (qqn. : +acc. / ana)
suppû;suppû;[Religion];
suppuḫu;suppuḫu  ();dispersé, epars;Cf. sapāḫu
supû;supû  [SISKUR2 : ]  ();[Religion];prière, supplique
supuḫru;supuḫru;[Campagne → Plantes];résine de cèdre
supurgillu;supurgillu  [GIŠ.ḪAŠḪUR.KUR.RA : ]  ();[Campagne → Fruits];coing
supurgilu;supurgilu;[Campagne → Fruits];
supūru *;supūru *;[Animaux];troupeau de moutons
supūru;supūru  [AMAŠ : ]  ();parc à bétail;
suqāqu;suqāqu;[Ville];"une rue ;"
sūqāqu;sūqāqu  ();;→ sūqāqû
sūqāqû;"sūqāqû  (n. f. ; )";rue, ruelle;Cf. siāqu, suqū
sūqāya;"sūqāya   (féminin : sūqā ' ītu ;)";[Humain];"(nom propre) : de la rue , enfant trouvé (?) ;"
suqqu;suqqu  ();;→ sunqu
suqtu;suqtu  ();[Humain → Corps];"1) le menton ; : suqtu(m) lapātum : toucher le menton de quelqu'un en signe de solidarité ; 2) astronomie : la projection d'un halo (?) ;"
sūqu;"sūqu  [SILA : , E.SÍR : ]  (pl. m. & f. ; )";[Ville];"rue ; ina sūqi publiquement ; sūqu rapšu rue large ; sūqu qatnu rue étroite ; sūq erbetti croisement / carrefour / quatre chemins / place / square ; sūqu ilāni : rue des dieux (Uruk) ; magieeper / ḫaṣab sūq erbetti : terre / éclat de poterie provenant du croisement / carrefour ; bazar + , marché + , place de marché + , souk + ; pudri sūqi : un pigeon (""fiente de rue"") ; ša-pān-sūqi : inspecteur des rues ;"
surāru;surāru  ();[Religion];prière
surdû *;"surdû *  [SÚR.DÙ.MUŠEN : ]  ( ; [SÚR.DÙ.MUŠEN] : dans les présages)";[Animaux → Oiseaux];1) faucon , gerfaut 2) forme de faucon en or (statue ...)
surdû;surdû  [SÚR.DÙ.MUŠEN : ]  ();[Animaux → Oiseaux];aigle, faucon (dans les présages)
surinakku;surinakku;[Animaux → Sauvages];": une sorte de chauve-souris ;"
surmaḫḫu;surmaḫḫu;[Religion];grand-prêtre des lamentations
surqēnu;surqēnu  ();[Religion];offrande répandue sur le sol
surqinnu;surqinnu;[Religion];
surrāti;surrāti;[Vie morale → Défauts];"1) : les mensonges , les délits ; 2) : procédures légales injustes , procédés illégaux ; 3) trahison ;"
surrātu;"surrātu  (n. pl. ; )";mensonges, délit;Cf. sarāru
surri;surri;[Temps];"dès que (+prec.) ; ana surri, adi surri tout de suite, immédiatement, aussitôt, bientôt"
surriš;"surriš  (adv. ; )";[Temps];"1) rapidement , bientôt , dans un moment ; 2) pendant un moment , un certain temps ;"
surru;surru  ();"1) la tromperie, la fausseté ; 2) une erreur , une idée fausse , un faux raisonnement ;";Cf. sarāru, sarru, issurri
surru;surru;[Lettres → Géographie → Rivières];
surrû;surrû  ();D. vérifier, confirmer;
surrudu;surrudu  ();chargé, bâté (âne);Cf. sarādu
sursurru;sursurru;[Temps];
sursurtu;sursurtu  ();[Temps];soudain, tout à coup
sursuru;sursuru;[Temps];
sûrtu;sûrtu  ();"cercle ; sûrta sâru faire un cercle";Cf. sâru
sūru;sūru  [SÙR : ]  ();[Lettres → Géographie → Rivières];canal, fossé, rigole
sūsabinnu;sūsabinnu;[Humain → Famille];"paranymphe (jeune homme / fille qui conduisait le marié / mariée à la maison nuptiale) , un témoin de mariage ;"
sūsabinnutu *;sūsabinnutu *;[Humain → Famille];jeune fille d'honneur (lors d' un mariage)
sūsān ša-šēpi;sūsān ša-šēpi;[Métiers];dresseur des chevaux de la garde royale , chargé des chevaux de la garde royale
sūsānu;sūsānu;[Métiers];"dresseur de chevaux , conducteur de char , un palefrenier , un valet d'écurie ;"
susapinnu;susapinnu  ();[Humain → Famille];garçon d'honneur pour le futur marié
susapinnūtu;susapinnūtu  ();[Humain → Famille];"1) le fait d'être témoin du marié ; 2) paiement en métal d'argent pour le témoin du marié ;"
sūsu (1);"sūsu (1)   [GIŠ.ŠE.DÙ.A : , GIŠ.ZA.MÚŠ.ŠÉŠ : ]  (utilisé en médicine ou divination ;)";[Campagne → Arbres];"la réglisse , l'arbre à réglisse ; (utilisé en médecine ou divination) : išid / šuruš sūsu : racines de réglisse / feuilles, graine ;"
sūsu (2);sūsu (2);[Animaux → Sauvages];"une antilope (bubalis) ;"
sūsu;sūsu  ();[Animaux];antilope
sūsu;sūsu;[Campagne → Arbres];réglisse , arbre à réglisse
suttinnu / sutinnu;suttinnu / sutinnu  [SU.TIN.MUŠEN : ];[Animaux → Sauvages];
sūtu;"sūtu  [BÁN : ]  (n. fem. ; pl. sâtu, sūtāte)";[Mesures];"capacité de 10 qû (8 ou 9 l) ; surface de 6 qû (environ 1800 mètres carré)"
suʾʾu;suʾʾu  ();[Animaux → Oiseaux];
suʾʾurtu;suʾʾurtu;;→ sûrtu
ṣā ' idu;ṣā ' idu;"1) démon, chien : errant , agité ; 2) fugitif : en maraude, en vadrouille , en errance ; 3) nom propre de personne ; 4) sorte d'oiseau ; 5) sorte d'or ;";Cf. ṣâdu (1), ṣayyidu, ṣayyādu
ṣā ' u;ṣā ' u;;→ ṣāḫu
ṣāb ekalli;ṣāb ekalli;[Gouvernement];personnel du palais
ṣāb eleppi *;ṣāb eleppi *;[Métiers];matelot , marin
ṣāb ḫupši;ṣāb ḫupši;[Ville → Administration];"un roturier , un homme du peuple , un homme du commun , un simple soldat ;"
ṣāb qassi;ṣāb qassi;[Armée];"1) les archers , une unité d'archers ; 2) le tir à l'arc ;"
ṣāb ṣēri *;ṣāb ṣēri *;[Lettres → Géographie → Pays];nomades
ṣāb ṣēri;ṣāb ṣēri;[Lettres → Géographie];"les habitants du désert , les nomades , les bédouins (?) / araméens (?) ;"
ṣāb šarri;ṣāb šarri;[Gouvernement];"un hommes du roi , un conscrit / une recrue ;"
ṣāb šarrūtu;ṣāb šarrūtu;[Armée];service miltaire , conscription , service d' ost
ṣab tāḫāzi *;ṣab tāḫāzi *;[Armée];soldats , forces combattantes , forces armées
ṣāb tāḫāzi *;ṣāb tāḫāzi *;[Armée];troupes de combat
ṣabā ' um;ṣabā ' um;[Armée → Militaire];"G : : armée se mettre en compagne (?) , prendre ses dispositions sur le terrain , se positionner , se mettre en ordre de bataille : D : : mettre l'armée / l'ost en campagne / en marche (?) , faire prendre à l'armée ses dispositions sur le terrain , positionner son armée , mettre en ordre de bataille ;"
ṣabābu;ṣabābu;[Animaux → Oiseaux];"1) voleter , battre des ailes ; 2) sens figuré : être dans tous ses états / se faire des histoires au sujet de , se faire du souci pour / se tracasser pour / s'agiter pour ; D : déployer les ailes ; Š : enseigner aux oisillons à déployer les ailes / voler de leurs propres ailes (?) ; N : cheval : être agité / nerveux (?) ; Ntn : voleter ça et là ;"
ṣabālu;ṣabālu;;→ zabālu
ṣabāru (1);ṣabāru (1);[Humain → Parole];"1) étoile : scintiller , œil : cligner avec malice , pétiller ; 2) murmurer ; 3) bavarder / faire des commérages / potiner / bavasser , démon, oiseau : jacasser , blablater , gazouiller , serpent : produire un bruissement / siffler (?) ;"
ṣabāru (2);ṣabāru (2);"1) tourner à toute vitesse , tourner vite , tourbillonner , faire un saut périlleux (?) ; 2) Š : faire tourner à toute vitesse , faire tourbillonner , infliger un mouvement circulaire , retourner complètement ; 3) Štn : tourner / retourner , tordre et faire tourner , char ... : manœuvrer ;";
ṣabātu;ṣabātu  [DAB : ]  (vb. a/a);"1) G. saisir, attraper, tenir fermement ; 2) appréhender / arrêter, capturer , intercepter , s'emparer de , confisquer , réquisitionner; 3) prendre sur soi / se charger de , entreprendre , s'atteler à une tâche ... ; 4) concevoir ; 5) adopter ; 6) Gt : lutter / prendre à bras le corps ; 7) D : attacher , fixer / installer solidement , établir fermement ; 8) Š : installer , mettre en place , instaurer , préparer / apprêter , équiper , approvisionner / fournir / avitailler / ravitailler ; ina libbi ṣabātu projeter, planifier Gt. se tenir, lutter ; aller en justice D = G ; attacher, placer, enfermer Dtn. prendre régulièrement possession de qqch. Š. fournir, équiper ; installer, mettre en place ; enflammer ; peupler ; faire faire qqch à qqn., faire commencer qqch. à qqn. Št1. être commencé (travail) Št2. ramasser ; préparer ; exécuter, mettre en application N. être pris ; s'attraper, contester, mettre en litige Nt = Gt Ntn. être sans cesse en litige";Cf. ṣābitu, ṣābitūtu, ṣābitānu, ṣabbutītu, ṣabtu, ṣibittu
ṣabāʾu;ṣabāʾu;;→ ṣapû
ṣabbubītu;ṣabbubītu  (mot féminin );[Religion → Mythes];": déesse : qui s'empare / prend possession / détient ;"
ṣabbutānu;ṣabbutānu;[Humain → Corps];"infirme , invalide , handicapé , frappé d'incapacité , mutilé (?) / estropié (?) ;"
ṣabbutu;ṣabbutu;[Humain → Corps];"1) : boiteux , paralysé , estropié , éclopé ; 2) : arrêté (?) / mis aux arrêts (?) ; 3) : tablette : rédigé / rédigée , établie / écrite / achevée (?) ; 4) : jours fastes / favorables : successifs / qui se suivent ;"
ṣābē damqūti;ṣābē damqūti  (n.);aristocratie;
ṣābē šūlūtu;ṣābē šūlūtu;[Armée → Militaire];"une garnison ;"
ṣābiru;ṣābiru;[Humain → Parole];"un moulin a paroles , quelqu'un qui parle beaucoup , un jaseur , un bavard , une pipelette , un jacasseur ;"
ṣābit abbūti;ṣābit abbūti;[Justice];"un intercesseur , un médiateur ;"
ṣābitānu;ṣābitānu;[Armée → Guerre];": un ravisseur , quelqu'un qui a capturé / pris possession / s'est approprié ;"
ṣabītu (2);ṣabītu (2)   [MAŠ.DA : ];[Animaux → Sauvages];": 1) une gazelle ; 2) médecine : excrément de gazelle (partie du corps comme ingrédient) ; rēš ṣabītu : une ""tête de gazelle"" (sur récipients) ; pierre / minéral : šinni ṣabītu : ""dent de gazelle"" ; 3) (désigne des serpents / poissons) ;"
ṣābitu;ṣābitu;[Science → Sciences physiques];"1) (nom) : un receveur / destinataire : récipiendaire / impénétrant ; 2) : (outil pour agripper) ; 3) qui retient , magnétique , aimanté (?) ;"
ṣabītu;ṣabītu;[Animaux];gazelle
ṣābītu;ṣābītu;;→ ṣāpītu
ṣābitūtu;ṣābitūtu;[Science → Sciences physiques];"le magnétisme , l'aimantation ;"
ṣabtu;ṣabtu  [DAB : ];"capturé, pris ; prisonnier ; mis au travail ; reçu (biens) ; écrit (tablette)";Cf. ṣabātu, ṣābitānu, ṣābitu, ṣabbutītu
ṣabû (1);ṣabû (1);[Vie morale → Volonté];"espéré , attendu , préféré (?) ;"
ṣabû (2);ṣabû (2);[Vie morale → Volonté];"souhaiter , désirer , vouloir , préférer (?) ; Gtn : médecine : avoir l'envie fréquente d'uriner / pisser ;"
ṣābu;"ṣābu  [ERIN2 : ]  (n. sg. coll. ; : ṣâbum ; pluriel : ṣābuyū ;)";[Armée];"les gens , les hommes (valides) , les soldats / troupes , les armées ; ṣābu pānīu : un vétéran ; rab ṣābi : le commandant de la troupe / du groupe , le chef (du détachement) ; ṣābu qašti : les archers ; ṣābu narkabti : les soldats sur chars , la cavalerie sur chars , ṣābu šēpē : les soldats à pied / piétons / fantassins / l'infanterie ; ṣābu ekalli : le personnel du palais ; ṣābu eleppi : l'équipage du bateau ; ṣābu ṣēri : les habitants du désert , les bédouins (?) / araméens (?) ; ṣābu šarri : les troupes royales ;"
ṣābû;ṣābû;[Métiers];"un teinturier ;"
ṣabûm;ṣabûm;;→ ṣabā ' um
ṣādānu;ṣādānu;[Humain → Maladie];
ṣâdānu;ṣâdānu;"le vertige / la perte d'équilibre , la peur des hauteurs (?) ;";
ṣadāru;ṣadāru;"1) loucher ; 2) avoir un mouvement convulsif / un tic nerveux , muscle : se contracter convulsivement ; 3) cligner des yeux , battre des paupières , sourciller ;";
ṣaddu;ṣaddu;"1) un signe / signal (en bois) , un panneau *; ša ṣaddu : un homme avec un panneau (?) ; 2) (symbole divin) ; 3) divination : un signe annonciateur (dans les astres) ;";
ṣadīdu;ṣadīdu;[Nature → Minéraux];"l'antimoine ;"
ṣâdu (1);"ṣâdu (1)  [NIGIN : ]  (vb. ū ; )";"G. errer, rôder ; se retourner Gtn. errer, parcourir ; se retourner ; se contracter continuellement, tressauter, trembloter (une partie du corps) D. tourner (une partie du corps) Dtn. tourner continuellement (une partie du corps) ; tordre (le visage)";Cf. ṣayyādu, ṣūdu (1), ṣūd pāni, ṣā ' idu
ṣâdu (1);ṣâdu (1);"1) rôder , être en chasse , errer / vagabonder / vaguer / traîner / bourlinguer / parcourir ; 2) prétérit : iṣūd ; personne, tempête, nuages, parole divine ... : tourner , tournoyer , errer / aller ça et là , porte, personne ... : se tourner / se retourner , partie du corps : se convulser / être pris de convulsion , se contracter , tressaillir / s'agiter , trembloter , palpiter ; orage, animal, personne ; Gtn : [NIGIN : ] : errer , aller deci-delà , partie du corps : être continuellement animé de convulsions / être pris de tremblements ; partie du corps ; D : tourner ; démon ; Dtn : [NIGIN : ] : tordre / déformer / tourmenter un visage ;";Cf. ṣūdu (1)
ṣâdu;"ṣâdu  (vb. ū ; )";[Nature → Métaux];G. fondre (v.i.) D. fondre (v.t.), raffiner (métal)
ṣaduq;ṣaduq;[Justice];droit , vrai , exact , juste , qui a raison
ṣaḫāru;ṣaḫāru  ();;→ ṣeḫēru
ṣaḫātu (1);ṣaḫātu (1)  [ŠUR : ];[Industrie];1) presser (huile , vin , fruits ..) , écraser 2) mettre de la pression sur , opprimer , faire chanter , ennuyer , causer des problèmes 3) : être sous pression , être en difficulté
ṣaḫātu (2);ṣaḫātu (2);[Vie morale → Volonté];: souhaiter , désirer , vouloir
ṣaḫātu;"ṣaḫātu  (vb. ; )";[Vie morale → Sentiments];G. vouloir, désirer
ṣaḫḫartu;ṣaḫḫartu;;→ ṣeḫḫertu
ṣaḫḫurum;ṣaḫḫurum  ();[Mesures];"tout petit , très petit , minuscule ;"
ṣāḫittu (2);ṣāḫittu (2);"1) nom propre de femme : désirée / celle qui est désirée , la désirade ; aussi : lā ṣaḫittu : indésirable , non désirée ; 2) désireux , ayant envie ;";Cf. ṣaḫātu (2), ṣaḫittu
ṣaḫittu kašādu;ṣaḫittu kašādu;atteindre ses objectifs , atteindre son but;Voir aussi : ṣaḫittu
ṣāḫittu(m);ṣāḫittu(m)  ();[Métiers];"presseuse d'huile / femme dont la profession est de presser de l'huile ;"
ṣaḫittu;ṣaḫittu  ();"désir , souhait , aspiration , objet de luxe , objet de valeur ;";Cf. ṣaḫātu (2), ṣaḫittu
ṣāḫitu (2);ṣāḫitu (2)  [LÚ.Ì.ŠUR : ]  ( [ŠUR.RA : ]);[Métiers];"1) presseur d'huile ; ṣāḫitu ginê : presseur d'huile pour offrandes régulières ; 2) : presseur de raisins / presseur à vin , [ŠUR.GEŠTIN : ] (?) ;"
ṣāḫitu;ṣāḫitu;[Vie morale → Volonté];"1) désireux , ayant envie , intéressé , envieux , avide ; 2) lascif , lubrique , paillard (?) , libidineux ;"
ṣāḫitu;ṣāḫitu;[Vie morale → Volonté];"1) désireux , ayant envie , intéressé , envieux , avide ; 2) lascif , lubrique , paillard (?) , libidineux ;"
ṣāḫitūtu;ṣāḫitūtu  [LÚ.Ì.ŠUR : ];[Métiers];"charge / emploi de presseur d'huile dans un temple ;"
ṣaḫru;ṣaḫru;;→ ṣeḫru (1)
ṣāḫu;ṣāḫu  ();[Industrie];"un four pour l'élaboration de l'huile / pétrole ? ;"
ṣâḫu;ṣâḫu;;→ ṣiāḫu
ṣaḫurānūtu;ṣaḫurānūtu  ();[Temps];"l'époque de la jeunesse ;"
ṣaḫurtu, ṣaḫūrānūtu, ṣeḫru, ṣuḫurtu;ṣaḫurtu, ṣaḫūrānūtu, ṣeḫru, ṣuḫurtu;jeunesse, jeune, jouvence;
ṣaiādu;ṣaiādu;[Animaux → Sauvages];"1) un vagabond ; 2) un chasseur , voir bā ' ir nūni / bā ' iru : un pêcheur (?) ;"
ṣaiāḫu;ṣaiāḫu;[Humain → Sens];"délicieux , exquis , savoureux / appétissant / sapide / succulent , délectable , ravissant , charmant , réjouissant , délicat , mignon , bon / goûteux , chic / sophistiqué / élégant , agréable , amusant (?) / divertissant (?) , plaisant , adorable / enchanteur , séduisant , magnifique , aimable , merveilleux , intéressant , désirable ;"
ṣaiāḫû;"ṣaiāḫû  (adjectif et nom ;)";[Humain];"galant , coquet , aimant la compagnie féminine , séducteur , courtois / charmeur / aguicheur , coquin / mâtin / gourgandine -féminin- (?) , dragueur ;"
ṣalā'u;ṣalā'u  (ṣalû);[Humain → Mort];: 1) jeter , déposer à terre, rejeter (un joug ...) 2) jeter un sort , établir (un seuil , un trône) 3) faire une fausse couche, avorter (un fétus) 4) (stat.) être situé , se trouver Š : faire avorter , provoquer une fausse couche
ṣalālu;"ṣalālu  [NÚ : ]  (vb. a/a ; imp. ṣilal ; )";"G. être allongé, s'allonger, dormir ; coucher (sexuellement avec qqn.) Š. faire dormir ; lā ṣalālu insomnie";Cf. ṣallalu, ṣalīlu
ṣalam ēni;ṣalam ēni;[Humain → Corps];pupille de l'oeil
ṣalāmu;ṣalāmu  [GE6 : ]  (vb. i/i);G. être, devenir sombre D. [GE6.MEŠ : ] rendre noir, noircir Dt. être assombri, obscurci (Astronomie) Š. faire s'assombrir;Cf. ṣallamu
ṣalāʾu;"ṣalāʾu  (vb. i/i ; )";"G. jeter ; avorter ; stat. : être situé Š. avorter, faire avorter";Variantes : ṣalû
Ṣalbatānu;Ṣalbatānu  [UDU.IDIM.SA5 : ];[Ciel → Astronomie → Planètes];Mars
ṣalbatānu;ṣalbatānu;[Ciel → Astronomie → Planètes];"la planète Mars ;"
Ṣaliltu;Ṣaliltu;[Temps → Mois];": (nom de mois) : Gasur Ṣalul ;"
ṣālilu muttalliku *;ṣālilu muttalliku *;somnambule , marcheur en état de sommeil;Voir aussi : šittu, niālu, ṣalālu, utūlu *, ṣālilu *, dalpu, šudlupu *, dalāpu, diliptu, ṣallu
ṣālilu;"ṣālilu  (n. ; )";"1) le sommeil , le repos ; 2) un dormeur; 3) qui dort avec quelqu'un; lā ṣālilu : ne dormant pas / éveillé / vigilant (?) ;";Cf. ṣalālu
ṣalintu;ṣalintu;[Humain];"une femme noire , une négresse (?) ;"
ṣaliptu;"ṣaliptu  (n. f. ; )";[Vie morale → Défauts];"mensonge, tromperie, malhonnêteté, traîtrise ;"
ṣallalu;ṣallalu  [Ù.KU.KU.MUŠEN : ];[Animaux → Oiseaux];"oiseau nocturne ;"
ṣallamu;"ṣallamu  ([GE6.MEŠ : ] (?) ; )";[Couleurs];"1) noir , très sombre ; 2) personne, mouton, âne ... : noir / nègre ;"
ṣallāmum;ṣallāmum  ();[Couleurs];"âne de bât, sorte de cuivre : noir ;"
ṣallānu;"ṣallānu  [KUŠ : ]  ( ; : souvent avec [KUŠ : ] comme déterminant ; pluriel ṣallānu)";[Animaux];"pluriel de ṣallu (2) : des peaux animales , des cuirs ;"
